,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186
2013-10-22,19.0,51635.0,5119.0,14.0,28011.0,17.0,16606.0,54739.0,7292.0,13.0,18136.0,45501.0,9552.0,34153.0,46572.0,12911.0,9.0,31860.0,22378.0,6358.0,34160.0,25.0,5454.0,26554.0,7441.0,14.0,26.0,6260.0,16.0,21.0,47.0,4866.0,21.0,30.0,22.0,20.0,10.0,25680.0,18.0,18844.0,26155.0,5079.0,4260.0,33.0,23.0,4084.0,4634.0,41990.0,11.0,29.0,106.0,47393.0,34452.0,36.0,4677.0,26.0,43.0,61.0,1702.0,27749.0,5819.0,20.0,20.0,21684.0,30.0,3257.0,3234.0,23831.0,4860.0,25.0,4.0,8493.0,25.0,7214.0,8206.0,35.0,10697.0,11224.0,8333.0,36.0,7.0,10536.0,4059.0,7.0,17.0,8910.0,4333.0,7.0,12.0,17.0,20.0,8.0,31.0,5.0,11.0,50.0,20.0,20.0,34.0,3587.0,58.0,6780.0,90.0,16.0,4866.0,12589.0,50.0,20.0,2752.0,7.0,15.0,24.0,31.0,10498.0,9503.0,21.0,13.0,52.0,31.0,18.0,3994.0,21.0,6.0,5665.0,4281.0,2324.0,21.0,43.0,1970.0,19.0,23.0,9.0,16.0,20.0,11.0,19.0,22.0,49.0,6.0,3986.0,20.0,69.0,17.0,33.0,19.0,2309.0,5.0,24.0,12.0,2812.0,15.0,4.0,2.0,38.0,4122.0,2668.0,24.0,3.0,22.0,7.0,13.0,27.0,52.0,60.0,16.0,15.0,23.0,14.0,26.0,15.0,6.0,12.0,16.0,54.0,25.0,239.0,16.0,5.0,20.0,17.0,64.0,63.0,47.0,25.0,6.0,41.0,1760.0
2013-10-29,9.0,59875.0,5163.0,10.0,24967.0,15.0,17533.0,50665.0,7593.0,25.0,19130.0,41415.0,9835.0,35405.0,52032.0,14258.0,6.0,32836.0,21998.0,6388.0,31432.0,20.0,5508.0,25311.0,8058.0,21.0,11.0,5827.0,7.0,8.0,58.0,4877.0,55.0,26.0,24.0,39.0,13.0,28182.0,7.0,19443.0,22289.0,5011.0,4243.0,24.0,9.0,4026.0,4442.0,42986.0,8.0,11.0,39.0,45435.0,34448.0,22.0,4614.0,21.0,28.0,71.0,843.0,27658.0,5470.0,29.0,19.0,19488.0,11.0,3148.0,3054.0,23631.0,5000.0,15.0,17.0,8161.0,6.0,6787.0,8148.0,27.0,9713.0,11083.0,7568.0,17.0,17.0,10708.0,4109.0,3.0,13.0,8840.0,4323.0,14.0,7.0,26.0,35.0,19.0,18.0,11.0,16.0,23.0,8.0,13.0,16.0,3564.0,30.0,6460.0,48.0,5.0,4956.0,11876.0,19.0,67.0,2775.0,5.0,10.0,16.0,32.0,9767.0,8732.0,18.0,4.0,47.0,75.0,33.0,4038.0,22.0,9.0,5234.0,4242.0,2338.0,17.0,32.0,2080.0,7.0,24.0,23.0,11.0,26.0,7.0,20.0,22.0,9.0,32.0,3912.0,13.0,40.0,36.0,11.0,44.0,2116.0,9.0,8.0,3.0,2803.0,85.0,3.0,6.0,12.0,4361.0,2652.0,18.0,0.0,4.0,14.0,22.0,20.0,20.0,19.0,20.0,32.0,7.0,23.0,6.0,7.0,13.0,7.0,12.0,16.0,31.0,75.0,32.0,20.0,26.0,9.0,106.0,32.0,64.0,62.0,3.0,55.0,1700.0
2013-11-05,7.0,60565.0,5263.0,8.0,27982.0,22.0,18461.0,57371.0,8064.0,21.0,20060.0,42663.0,9055.0,32229.0,51106.0,14182.0,9.0,37446.0,25320.0,6281.0,29691.0,29.0,5557.0,33582.0,7916.0,12.0,12.0,5965.0,11.0,21.0,58.0,5392.0,33.0,42.0,17.0,22.0,11.0,31331.0,19.0,20195.0,18410.0,5315.0,4484.0,35.0,28.0,4061.0,4326.0,45692.0,23.0,37.0,64.0,58964.0,37765.0,43.0,4888.0,20.0,30.0,65.0,1411.0,28350.0,5651.0,26.0,23.0,22989.0,19.0,3522.0,3268.0,24874.0,5537.0,21.0,13.0,8219.0,10.0,6864.0,8936.0,36.0,9629.0,11632.0,7485.0,28.0,18.0,11278.0,4284.0,12.0,25.0,9168.0,4611.0,8.0,9.0,21.0,10.0,10.0,22.0,9.0,15.0,31.0,13.0,8.0,15.0,3641.0,37.0,6550.0,43.0,20.0,4895.0,11593.0,23.0,5.0,3193.0,6.0,18.0,24.0,44.0,10053.0,8608.0,27.0,9.0,58.0,42.0,29.0,4296.0,23.0,12.0,4966.0,4563.0,2531.0,28.0,44.0,2114.0,4.0,27.0,13.0,18.0,28.0,29.0,7.0,39.0,20.0,34.0,4060.0,34.0,71.0,37.0,6.0,25.0,2389.0,7.0,25.0,13.0,2644.0,34.0,21.0,7.0,19.0,4592.0,2840.0,83.0,14.0,6.0,10.0,20.0,19.0,23.0,24.0,14.0,15.0,50.0,23.0,18.0,30.0,15.0,27.0,31.0,14.0,30.0,93.0,25.0,20.0,24.0,13.0,502.0,58.0,55.0,39.0,30.0,59.0,1772.0
2013-11-12,24.0,53307.0,5441.0,11.0,24561.0,22.0,19108.0,53979.0,8175.0,23.0,19431.0,36592.0,9684.0,30099.0,48574.0,12687.0,15.0,34034.0,23220.0,6037.0,25880.0,20.0,5975.0,26838.0,8024.0,20.0,27.0,5784.0,3.0,18.0,52.0,5468.0,23.0,32.0,26.0,25.0,14.0,25530.0,22.0,20465.0,17548.0,6107.0,4810.0,34.0,37.0,4499.0,5136.0,43718.0,8.0,27.0,60.0,47900.0,31746.0,37.0,5965.0,21.0,33.0,97.0,1757.0,29473.0,6958.0,18.0,28.0,22631.0,21.0,4115.0,3665.0,25296.0,6568.0,21.0,5.0,9224.0,14.0,8181.0,9366.0,29.0,9813.0,12484.0,8341.0,19.0,10.0,11375.0,5034.0,13.0,17.0,9621.0,5606.0,11.0,14.0,22.0,19.0,12.0,32.0,13.0,23.0,77.0,27.0,14.0,26.0,3612.0,111.0,7212.0,83.0,27.0,5714.0,11800.0,41.0,3.0,3412.0,2.0,16.0,18.0,47.0,11231.0,8824.0,23.0,16.0,48.0,32.0,13.0,4671.0,23.0,7.0,5054.0,4884.0,2591.0,17.0,34.0,2528.0,20.0,18.0,14.0,15.0,28.0,6.0,12.0,20.0,34.0,17.0,4846.0,22.0,51.0,14.0,25.0,11.0,2510.0,15.0,24.0,8.0,2684.0,14.0,8.0,4.0,31.0,4544.0,3072.0,30.0,5.0,23.0,10.0,24.0,25.0,40.0,43.0,8.0,21.0,22.0,20.0,11.0,27.0,6.0,17.0,10.0,60.0,35.0,110.0,22.0,16.0,22.0,24.0,66.0,32.0,39.0,18.0,8.0,35.0,1928.0
2013-11-19,13.0,53088.0,5423.0,12.0,26379.0,25.0,18574.0,57925.0,8091.0,26.0,20232.0,40719.0,9056.0,31675.0,49883.0,13252.0,11.0,35838.0,27263.0,4751.0,28823.0,18.0,5928.0,27069.0,8031.0,20.0,25.0,4983.0,4.0,27.0,47.0,4855.0,8.0,29.0,22.0,15.0,16.0,28764.0,7.0,20019.0,18814.0,5747.0,4614.0,38.0,17.0,4333.0,4399.0,47431.0,23.0,20.0,46.0,55263.0,34989.0,34.0,5374.0,26.0,34.0,95.0,1886.0,28311.0,5999.0,33.0,19.0,22386.0,26.0,3970.0,3519.0,24778.0,6116.0,19.0,1.0,8799.0,8.0,7262.0,9039.0,31.0,8841.0,12783.0,8453.0,23.0,16.0,11377.0,4209.0,7.0,13.0,9553.0,4765.0,8.0,11.0,26.0,82.0,6.0,28.0,11.0,25.0,53.0,11.0,20.0,23.0,3630.0,105.0,6723.0,86.0,23.0,5153.0,11275.0,37.0,214.0,3252.0,2.0,21.0,19.0,46.0,10753.0,8294.0,20.0,14.0,34.0,27.0,13.0,4144.0,16.0,10.0,4943.0,4564.0,2482.0,23.0,30.0,2461.0,18.0,18.0,14.0,12.0,22.0,14.0,14.0,9.0,40.0,12.0,4297.0,19.0,27.0,13.0,24.0,18.0,2501.0,15.0,28.0,10.0,2564.0,17.0,5.0,14.0,59.0,4430.0,2754.0,42.0,3.0,19.0,13.0,12.0,33.0,37.0,31.0,9.0,17.0,11.0,26.0,24.0,20.0,10.0,14.0,10.0,52.0,22.0,95.0,25.0,19.0,19.0,16.0,77.0,52.0,23.0,17.0,7.0,33.0,1798.0
2013-11-26,15.0,45339.0,5150.0,11.0,27730.0,32.0,18304.0,68111.0,8273.0,28.0,23723.0,46300.0,8082.0,33542.0,53179.0,15846.0,10.0,38941.0,29732.0,4808.0,31393.0,20.0,5531.0,29522.0,7725.0,17.0,28.0,4810.0,9.0,13.0,144.0,4252.0,47.0,20.0,92.0,27.0,11.0,30463.0,12.0,19437.0,18703.0,5271.0,4345.0,42.0,15.0,4064.0,3932.0,50517.0,62.0,21.0,42.0,60343.0,37113.0,27.0,4771.0,30.0,37.0,68.0,1272.0,27744.0,5022.0,31.0,40.0,24449.0,19.0,3602.0,3079.0,23540.0,5781.0,29.0,2.0,8300.0,14.0,6464.0,8599.0,31.0,8589.0,12089.0,8662.0,27.0,17.0,10839.0,3633.0,4.0,20.0,9299.0,4103.0,14.0,3.0,37.0,30.0,19.0,22.0,79.0,21.0,37.0,16.0,22.0,31.0,3533.0,68.0,6215.0,54.0,5.0,4658.0,10460.0,27.0,40.0,3091.0,8.0,28.0,12.0,43.0,9999.0,7670.0,16.0,15.0,28.0,17.0,29.0,4031.0,21.0,12.0,4823.0,4061.0,2384.0,14.0,30.0,2173.0,9.0,25.0,10.0,14.0,29.0,7.0,24.0,11.0,13.0,35.0,3800.0,28.0,49.0,11.0,11.0,26.0,2372.0,8.0,13.0,3.0,2348.0,74.0,10.0,11.0,22.0,4240.0,2568.0,26.0,2.0,20.0,14.0,21.0,19.0,25.0,27.0,26.0,32.0,12.0,16.0,9.0,11.0,19.0,8.0,8.0,25.0,27.0,59.0,29.0,26.0,18.0,17.0,129.0,35.0,32.0,10.0,5.0,25.0,1488.0
2013-12-03,16.0,51935.0,5146.0,6.0,30553.0,24.0,17703.0,73681.0,7837.0,18.0,24382.0,43607.0,8293.0,30720.0,58027.0,15912.0,13.0,44283.0,30517.0,4874.0,32114.0,31.0,5442.0,34921.0,7861.0,12.0,17.0,5134.0,6.0,14.0,74.0,4436.0,45.0,23.0,16.0,27.0,13.0,34983.0,8.0,18428.0,16764.0,4851.0,4170.0,29.0,21.0,4058.0,3809.0,51551.0,29.0,28.0,30.0,73302.0,40689.0,20.0,4424.0,15.0,17.0,76.0,1048.0,25376.0,5055.0,22.0,42.0,27333.0,19.0,3498.0,2986.0,22169.0,5420.0,17.0,30.0,7597.0,6.0,6043.0,8066.0,32.0,8051.0,12334.0,7966.0,23.0,8.0,10456.0,3590.0,16.0,13.0,8872.0,4095.0,15.0,6.0,42.0,10.0,25.0,24.0,4.0,12.0,20.0,7.0,18.0,16.0,3572.0,19.0,5588.0,26.0,15.0,4697.0,10264.0,11.0,10.0,3204.0,11.0,18.0,17.0,45.0,9370.0,7729.0,31.0,8.0,63.0,77.0,28.0,4245.0,17.0,15.0,4386.0,4088.0,2391.0,28.0,49.0,2190.0,0.0,16.0,23.0,13.0,28.0,20.0,5.0,43.0,0.0,48.0,3564.0,28.0,47.0,50.0,0.0,35.0,2346.0,10.0,38.0,13.0,2100.0,67.0,17.0,7.0,16.0,4301.0,2355.0,61.0,24.0,0.0,17.0,22.0,25.0,8.0,0.0,25.0,17.0,51.0,21.0,10.0,17.0,16.0,31.0,47.0,0.0,30.0,0.0,28.0,23.0,45.0,37.0,245.0,50.0,195.0,90.0,17.0,97.0,1407.0
2013-12-10,25.0,56108.0,4764.0,15.0,28438.0,33.0,17047.0,74249.0,7374.0,26.0,25318.0,44952.0,8624.0,32062.0,54145.0,16988.0,11.0,46581.0,28737.0,4818.0,31345.0,20.0,4790.0,35487.0,8230.0,19.0,20.0,4883.0,14.0,38.0,89.0,4769.0,55.0,37.0,43.0,18.0,23.0,35811.0,20.0,17238.0,19410.0,4917.0,3973.0,44.0,30.0,3761.0,3234.0,50326.0,37.0,44.0,73.0,71815.0,37019.0,38.0,3926.0,36.0,53.0,69.0,2165.0,23740.0,5071.0,35.0,48.0,28160.0,32.0,3237.0,3031.0,20393.0,4660.0,35.0,10.0,6519.0,20.0,5665.0,7761.0,47.0,7003.0,11495.0,7487.0,18.0,24.0,10846.0,3277.0,12.0,15.0,8314.0,3960.0,18.0,11.0,15.0,23.0,8.0,35.0,34.0,29.0,80.0,26.0,16.0,50.0,3698.0,132.0,4641.0,115.0,28.0,4343.0,9167.0,46.0,29.0,3053.0,7.0,18.0,29.0,42.0,8583.0,7121.0,54.0,14.0,44.0,49.0,37.0,3912.0,16.0,14.0,3790.0,3835.0,2224.0,22.0,30.0,2041.0,32.0,26.0,29.0,24.0,25.0,12.0,17.0,22.0,42.0,15.0,3029.0,28.0,35.0,51.0,26.0,51.0,2296.0,29.0,24.0,10.0,2108.0,12.0,10.0,6.0,23.0,3857.0,2192.0,29.0,3.0,35.0,17.0,19.0,51.0,43.0,86.0,18.0,22.0,14.0,14.0,9.0,36.0,10.0,17.0,9.0,163.0,46.0,193.0,19.0,16.0,28.0,42.0,82.0,70.0,33.0,24.0,11.0,45.0,1441.0
2013-12-17,22.0,86629.0,4064.0,19.0,40379.0,21.0,15470.0,97820.0,6972.0,52.0,34429.0,63889.0,8231.0,46479.0,60411.0,21575.0,17.0,64448.0,40902.0,4183.0,44945.0,22.0,3780.0,45046.0,7486.0,30.0,25.0,4244.0,27.0,61.0,107.0,4396.0,61.0,32.0,61.0,23.0,26.0,48858.0,26.0,15454.0,29739.0,4400.0,3588.0,33.0,34.0,3549.0,2885.0,62511.0,60.0,38.0,63.0,100165.0,47917.0,27.0,3422.0,47.0,76.0,91.0,2517.0,21761.0,4330.0,24.0,55.0,41368.0,63.0,2689.0,2526.0,18187.0,3984.0,45.0,36.0,5731.0,14.0,5139.0,6924.0,23.0,6216.0,10866.0,6528.0,21.0,30.0,10130.0,2925.0,16.0,21.0,7580.0,3442.0,16.0,11.0,19.0,47.0,12.0,28.0,55.0,62.0,80.0,23.0,26.0,42.0,3058.0,127.0,3980.0,145.0,30.0,3742.0,8231.0,36.0,18.0,2746.0,11.0,7.0,30.0,34.0,7332.0,6265.0,74.0,37.0,42.0,42.0,58.0,3558.0,31.0,15.0,2925.0,3324.0,2002.0,24.0,43.0,1827.0,34.0,31.0,8.0,27.0,26.0,16.0,23.0,25.0,18.0,15.0,2574.0,20.0,15.0,62.0,32.0,79.0,1992.0,33.0,29.0,5.0,1906.0,15.0,8.0,10.0,30.0,2703.0,2050.0,28.0,0.0,36.0,32.0,19.0,75.0,40.0,120.0,20.0,14.0,18.0,13.0,8.0,83.0,16.0,30.0,15.0,213.0,34.0,91.0,19.0,22.0,31.0,57.0,88.0,59.0,34.0,36.0,22.0,36.0,1368.0
2013-12-24,70.0,26399.0,4086.0,38.0,16748.0,49.0,15379.0,41789.0,7187.0,94.0,13107.0,37105.0,8306.0,31950.0,50813.0,10306.0,51.0,25572.0,16509.0,4290.0,29063.0,39.0,3734.0,22436.0,7191.0,69.0,30.0,4195.0,53.0,122.0,228.0,4241.0,97.0,24.0,111.0,22.0,85.0,17956.0,19.0,15164.0,31956.0,3963.0,3563.0,80.0,82.0,3455.0,2924.0,31354.0,72.0,129.0,161.0,30337.0,20333.0,65.0,3051.0,142.0,213.0,115.0,4817.0,20449.0,4035.0,50.0,48.0,17520.0,92.0,2425.0,2286.0,17617.0,3991.0,105.0,48.0,5385.0,46.0,5023.0,6233.0,53.0,6057.0,9826.0,6380.0,52.0,148.0,9522.0,2678.0,25.0,33.0,7175.0,2989.0,96.0,25.0,17.0,30.0,21.0,78.0,74.0,120.0,99.0,48.0,30.0,68.0,3031.0,200.0,4050.0,277.0,47.0,3674.0,8065.0,60.0,7.0,2544.0,23.0,29.0,58.0,68.0,7333.0,5958.0,143.0,86.0,70.0,99.0,117.0,3630.0,58.0,32.0,2506.0,3031.0,2002.0,43.0,71.0,1619.0,88.0,68.0,20.0,35.0,44.0,31.0,41.0,41.0,29.0,22.0,2527.0,50.0,17.0,136.0,72.0,139.0,1916.0,66.0,49.0,29.0,1652.0,23.0,18.0,4.0,61.0,2249.0,1901.0,59.0,2.0,81.0,77.0,45.0,175.0,27.0,291.0,38.0,30.0,31.0,29.0,21.0,133.0,13.0,58.0,33.0,360.0,87.0,396.0,26.0,36.0,59.0,114.0,166.0,92.0,77.0,54.0,30.0,82.0,1234.0
2013-12-31,43.0,33972.0,3671.0,24.0,18457.0,24.0,15322.0,47023.0,6580.0,32.0,9637.0,34388.0,7550.0,30771.0,43074.0,14570.0,30.0,29380.0,13911.0,4102.0,28071.0,26.0,3217.0,17498.0,6832.0,41.0,20.0,4018.0,27.0,52.0,136.0,3269.0,63.0,19.0,71.0,6.0,33.0,21637.0,16.0,14229.0,24200.0,3277.0,3241.0,44.0,28.0,3273.0,2399.0,36055.0,49.0,55.0,81.0,23094.0,25633.0,48.0,2882.0,50.0,90.0,77.0,2254.0,17590.0,3199.0,25.0,36.0,19049.0,62.0,2012.0,2070.0,17061.0,3563.0,62.0,27.0,4872.0,29.0,4163.0,5455.0,42.0,5266.0,8822.0,5765.0,24.0,35.0,8727.0,2177.0,14.0,20.0,6290.0,2389.0,36.0,28.0,14.0,17.0,11.0,58.0,41.0,37.0,56.0,25.0,13.0,60.0,2727.0,94.0,3892.0,124.0,25.0,3392.0,6840.0,44.0,1.0,2396.0,11.0,14.0,33.0,48.0,6746.0,5011.0,68.0,21.0,53.0,60.0,66.0,3078.0,23.0,18.0,2033.0,2602.0,1837.0,27.0,45.0,1579.0,54.0,38.0,26.0,28.0,25.0,14.0,19.0,12.0,17.0,20.0,2112.0,29.0,43.0,60.0,55.0,63.0,1704.0,35.0,25.0,28.0,1420.0,31.0,6.0,11.0,20.0,1693.0,1642.0,30.0,15.0,42.0,31.0,10.0,54.0,25.0,86.0,19.0,18.0,19.0,34.0,52.0,48.0,9.0,18.0,17.0,141.0,41.0,80.0,21.0,22.0,22.0,49.0,79.0,45.0,32.0,35.0,23.0,52.0,1198.0
2014-01-07,18.0,47487.0,3724.0,23.0,24630.0,19.0,14805.0,61391.0,6440.0,23.0,24940.0,34946.0,7458.0,29163.0,47586.0,34911.0,13.0,37563.0,31539.0,4061.0,26780.0,10.0,3265.0,31593.0,7181.0,11.0,17.0,3975.0,13.0,17.0,142.0,3169.0,36.0,23.0,53.0,23.0,8.0,29547.0,18.0,13685.0,14352.0,2919.0,3091.0,35.0,10.0,3077.0,2356.0,46703.0,45.0,19.0,42.0,66861.0,36071.0,48.0,2772.0,19.0,33.0,55.0,1395.0,16768.0,2966.0,17.0,32.0,22646.0,16.0,1796.0,2046.0,15399.0,3620.0,19.0,15.0,4548.0,16.0,3836.0,5071.0,46.0,5470.0,8528.0,5554.0,16.0,12.0,8139.0,2079.0,7.0,21.0,6023.0,2318.0,12.0,17.0,11.0,61.0,7.0,31.0,27.0,10.0,50.0,8.0,9.0,36.0,2779.0,79.0,3585.0,38.0,12.0,3199.0,6618.0,21.0,45.0,2169.0,7.0,18.0,13.0,27.0,6291.0,5131.0,26.0,15.0,41.0,28.0,10.0,3165.0,19.0,11.0,2677.0,2359.0,1879.0,12.0,25.0,1509.0,22.0,10.0,157.0,13.0,10.0,7.0,9.0,9.0,9.0,12.0,1932.0,18.0,21.0,12.0,15.0,13.0,1577.0,23.0,12.0,7.0,1282.0,22.0,11.0,9.0,26.0,1461.0,1690.0,16.0,20.0,16.0,4.0,1.0,11.0,9.0,24.0,11.0,12.0,6.0,3.0,79.0,16.0,3.0,11.0,8.0,21.0,12.0,53.0,15.0,5.0,5.0,13.0,55.0,6.0,16.0,20.0,4.0,28.0,1264.0
2014-01-14,26.0,36145.0,3428.0,14.0,23203.0,25.0,13237.0,56054.0,6283.0,12.0,18351.0,32487.0,6878.0,26319.0,47512.0,10639.0,13.0,31617.0,24818.0,3562.0,23872.0,23.0,2987.0,26503.0,6096.0,19.0,25.0,3509.0,13.0,24.0,126.0,3017.0,35.0,28.0,44.0,32.0,13.0,24770.0,23.0,12187.0,14434.0,2915.0,2718.0,33.0,15.0,2794.0,2366.0,40595.0,32.0,29.0,46.0,47230.0,28654.0,34.0,2391.0,30.0,57.0,73.0,1320.0,15602.0,2899.0,22.0,33.0,21693.0,32.0,1733.0,1970.0,13592.0,3139.0,17.0,21.0,4104.0,12.0,3630.0,4491.0,24.0,5110.0,7624.0,4903.0,10.0,13.0,7454.0,2052.0,9.0,12.0,5619.0,2467.0,7.0,7.0,9.0,15.0,2.0,23.0,21.0,25.0,67.0,19.0,22.0,35.0,2464.0,126.0,3023.0,88.0,21.0,2883.0,5501.0,36.0,11.0,1959.0,9.0,18.0,28.0,40.0,5524.0,5139.0,28.0,12.0,20.0,50.0,22.0,3026.0,12.0,12.0,3031.0,2291.0,1560.0,11.0,36.0,1362.0,23.0,26.0,10.0,12.0,22.0,14.0,13.0,35.0,17.0,6.0,1895.0,20.0,3.0,29.0,23.0,33.0,1392.0,24.0,16.0,8.0,1278.0,12.0,6.0,11.0,42.0,1040.0,1529.0,26.0,4.0,29.0,16.0,9.0,41.0,11.0,28.0,21.0,11.0,21.0,11.0,18.0,33.0,9.0,13.0,12.0,47.0,29.0,56.0,7.0,14.0,21.0,37.0,68.0,51.0,21.0,24.0,20.0,31.0,1158.0
2014-01-21,20.0,43057.0,3149.0,18.0,24193.0,24.0,12360.0,59913.0,5670.0,9.0,17373.0,31162.0,6190.0,26171.0,49185.0,0.0,16.0,34542.0,25659.0,3287.0,23672.0,21.0,2861.0,27932.0,5476.0,13.0,17.0,3115.0,15.0,28.0,114.0,2819.0,37.0,26.0,28.0,27.0,9.0,28621.0,24.0,11602.0,13996.0,2721.0,2419.0,31.0,8.0,2496.0,2221.0,42675.0,39.0,28.0,44.0,48143.0,33468.0,37.0,2044.0,27.0,41.0,88.0,1428.0,14272.0,2568.0,23.0,31.0,22425.0,21.0,1658.0,1828.0,12423.0,2826.0,32.0,23.0,3586.0,13.0,3383.0,4098.0,31.0,4570.0,6819.0,4501.0,29.0,20.0,6746.0,1868.0,8.0,11.0,5187.0,2311.0,17.0,13.0,6.0,12.0,0.0,48.0,17.0,30.0,62.0,18.0,22.0,55.0,2311.0,130.0,2630.0,86.0,14.0,2516.0,4118.0,21.0,15.0,1722.0,10.0,18.0,20.0,31.0,5010.0,4694.0,34.0,8.0,40.0,48.0,24.0,2922.0,18.0,10.0,2739.0,2121.0,1516.0,24.0,39.0,1156.0,35.0,17.0,22.0,17.0,18.0,11.0,7.0,23.0,12.0,4.0,1742.0,21.0,1.0,26.0,29.0,21.0,1266.0,33.0,17.0,12.0,1124.0,12.0,3.0,9.0,29.0,709.0,1334.0,40.0,12.0,26.0,14.0,21.0,37.0,28.0,27.0,19.0,14.0,14.0,15.0,23.0,56.0,5.0,16.0,17.0,44.0,42.0,42.0,7.0,14.0,20.0,25.0,42.0,34.0,28.0,24.0,22.0,48.0,1085.0
2014-01-28,18.0,42853.0,3081.0,15.0,23306.0,22.0,11267.0,63615.0,5207.0,11.0,20019.0,36370.0,5949.0,28941.0,51779.0,0.0,14.0,35730.0,25204.0,3196.0,25893.0,23.0,2749.0,26912.0,5590.0,21.0,26.0,2654.0,19.0,31.0,120.0,2736.0,47.0,27.0,38.0,32.0,22.0,28777.0,19.0,11071.0,16332.0,2761.0,2296.0,34.0,17.0,2230.0,2087.0,48069.0,40.0,46.0,61.0,50721.0,34207.0,32.0,2058.0,52.0,71.0,69.0,1793.0,13640.0,2493.0,26.0,30.0,22859.0,36.0,1569.0,1733.0,11665.0,2526.0,40.0,25.0,3049.0,14.0,3224.0,3984.0,31.0,4216.0,6200.0,4069.0,11.0,25.0,6103.0,1763.0,11.0,19.0,4820.0,2098.0,18.0,15.0,11.0,17.0,7.0,85.0,37.0,22.0,70.0,23.0,25.0,76.0,2332.0,124.0,2314.0,130.0,21.0,2248.0,4437.0,25.0,2.0,1579.0,5.0,15.0,21.0,40.0,4492.0,4424.0,56.0,20.0,64.0,79.0,65.0,2979.0,25.0,10.0,2659.0,2093.0,1507.0,26.0,37.0,1086.0,23.0,32.0,13.0,45.0,26.0,14.0,12.0,22.0,12.0,12.0,1740.0,13.0,36.0,73.0,34.0,52.0,1223.0,32.0,18.0,43.0,1089.0,35.0,3.0,8.0,23.0,621.0,1338.0,25.0,8.0,20.0,15.0,13.0,34.0,18.0,72.0,16.0,23.0,13.0,44.0,30.0,47.0,13.0,13.0,24.0,129.0,38.0,122.0,12.0,13.0,21.0,67.0,78.0,49.0,24.0,23.0,13.0,75.0,1062.0
2014-02-04,8.0,48999.0,2974.0,14.0,26089.0,14.0,9211.0,63961.0,5157.0,26.0,20247.0,39095.0,5689.0,29418.0,51533.0,0.0,8.0,38510.0,27954.0,3067.0,27913.0,10.0,2646.0,30582.0,5479.0,14.0,10.0,2737.0,10.0,25.0,80.0,2578.0,42.0,22.0,40.0,17.0,17.0,31784.0,19.0,11688.0,15412.0,2548.0,2329.0,24.0,11.0,2134.0,1985.0,46778.0,36.0,26.0,45.0,55663.0,34817.0,27.0,1893.0,21.0,23.0,44.0,1139.0,13356.0,2390.0,12.0,25.0,24538.0,28.0,1444.0,1769.0,11307.0,2557.0,27.0,21.0,3117.0,28.0,3094.0,3799.0,29.0,4115.0,6044.0,4044.0,17.0,12.0,5848.0,1733.0,8.0,8.0,4832.0,2004.0,8.0,15.0,6.0,26.0,4.0,35.0,24.0,9.0,37.0,9.0,11.0,50.0,2062.0,63.0,2336.0,38.0,8.0,2098.0,4865.0,16.0,12.0,1470.0,9.0,15.0,13.0,23.0,4632.0,4247.0,18.0,8.0,45.0,40.0,25.0,2601.0,15.0,12.0,2589.0,2046.0,1299.0,19.0,16.0,1007.0,14.0,7.0,84.0,13.0,12.0,6.0,12.0,11.0,9.0,4.0,1572.0,14.0,30.0,14.0,24.0,17.0,1201.0,15.0,16.0,12.0,985.0,21.0,5.0,3.0,10.0,536.0,1157.0,13.0,50.0,10.0,2.0,6.0,7.0,8.0,27.0,10.0,7.0,18.0,3.0,67.0,10.0,10.0,17.0,6.0,27.0,6.0,41.0,5.0,10.0,4.0,13.0,63.0,6.0,21.0,22.0,8.0,31.0,1037.0
