,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186
2013-07-02,8.0,63702.0,3578.0,14.0,30574.0,25.0,9296.0,67692.0,4779.0,32.0,21327.0,72312.0,7260.0,51718.0,51071.0,15987.0,13.0,40566.0,25289.0,3815.0,53888.0,34.0,4147.0,16000.0,5428.0,19.0,16.0,3793.0,11.0,22.0,59.0,3867.0,51.0,21.0,17.0,21.0,17.0,27339.0,12.0,14247.0,43369.0,3864.0,2753.0,35.0,0.0,2653.0,3157.0,44484.0,22.0,29.0,33.0,56338.0,33518.0,37.0,2746.0,23.0,31.0,68.0,924.0,21516.0,3472.0,28.0,17.0,22794.0,29.0,2009.0,2233.0,12965.0,3023.0,21.0,76.0,3985.0,7.0,4643.0,4126.0,42.0,8682.0,7597.0,4225.0,28.0,29.0,6722.0,2445.0,19.0,19.0,5199.0,2783.0,25.0,3.0,54.0,14.0,26.0,31.0,9.0,19.0,5.0,7.0,19.0,20.0,2540.0,4.0,4401.0,21.0,23.0,2858.0,8696.0,0.0,4.0,1814.0,6.0,7.0,15.0,43.0,7733.0,6993.0,48.0,16.0,71.0,139.0,62.0,2235.0,40.0,20.0,1172.0,2817.0,2005.0,24.0,47.0,1349.0,0.0,28.0,22.0,9.0,26.0,30.0,10.0,44.0,0.0,60.0,2444.0,32.0,42.0,91.0,3.0,66.0,1349.0,15.0,36.0,13.0,1854.0,282.0,15.0,23.0,8.0,2602.0,2276.0,68.0,22.0,0.0,34.0,21.0,54.0,0.0,0.0,30.0,30.0,39.0,24.0,12.0,7.0,40.0,29.0,38.0,0.0,48.0,0.0,16.0,31.0,99.0,0.0,523.0,41.0,63.0,210.0,13.0,106.0,1826.0
2013-07-09,22.0,53692.0,3687.0,11.0,26855.0,27.0,9903.0,59774.0,4816.0,36.0,19806.0,78927.0,7507.0,56800.0,45995.0,15299.0,16.0,33026.0,23575.0,4093.0,58338.0,42.0,4143.0,18080.0,5333.0,26.0,18.0,3861.0,13.0,27.0,72.0,4054.0,42.0,36.0,37.0,16.0,9.0,21929.0,14.0,14409.0,46135.0,4220.0,2923.0,33.0,64.0,2820.0,3295.0,41354.0,17.0,25.0,59.0,50805.0,29922.0,43.0,2898.0,27.0,51.0,80.0,2036.0,22177.0,3988.0,32.0,12.0,22671.0,21.0,2059.0,2369.0,13786.0,3154.0,19.0,13.0,4081.0,11.0,4983.0,4297.0,32.0,11328.0,8104.0,4513.0,29.0,17.0,7085.0,2565.0,14.0,26.0,5349.0,2950.0,18.0,20.0,40.0,2.0,16.0,30.0,15.0,33.0,36.0,21.0,16.0,22.0,2628.0,72.0,4742.0,111.0,21.0,2885.0,11364.0,54.0,2.0,1858.0,5.0,15.0,28.0,55.0,7946.0,9448.0,42.0,6.0,51.0,45.0,41.0,2680.0,28.0,11.0,961.0,2924.0,1476.0,25.0,39.0,1295.0,9.0,22.0,17.0,14.0,26.0,27.0,12.0,18.0,15.0,29.0,2812.0,46.0,63.0,43.0,12.0,32.0,1554.0,28.0,33.0,11.0,1698.0,41.0,15.0,17.0,13.0,2809.0,2080.0,48.0,37.0,6.0,20.0,23.0,21.0,62.0,28.0,16.0,22.0,42.0,25.0,24.0,38.0,24.0,31.0,34.0,33.0,37.0,106.0,33.0,14.0,30.0,11.0,199.0,59.0,68.0,38.0,6.0,95.0,1583.0
2013-07-16,16.0,59645.0,3806.0,18.0,28403.0,25.0,10233.0,68421.0,4681.0,34.0,20960.0,85024.0,7506.0,64559.0,46552.0,14351.0,13.0,39923.0,24853.0,4219.0,63503.0,34.0,4340.0,19031.0,5470.0,17.0,13.0,3971.0,7.0,30.0,54.0,4262.0,49.0,27.0,10.0,31.0,12.0,26622.0,8.0,14779.0,51936.0,4318.0,2879.0,26.0,0.0,2964.0,3421.0,41890.0,24.0,16.0,57.0,52441.0,31094.0,32.0,2845.0,20.0,33.0,69.0,1654.0,21929.0,4094.0,34.0,16.0,22428.0,17.0,2175.0,2721.0,15032.0,3397.0,17.0,17.0,4365.0,0.0,5218.0,4599.0,20.0,12078.0,8298.0,4879.0,35.0,15.0,7195.0,2770.0,19.0,17.0,5684.0,3103.0,16.0,23.0,68.0,5.0,8.0,22.0,7.0,31.0,0.0,17.0,23.0,31.0,2747.0,0.0,4911.0,70.0,22.0,3329.0,12232.0,0.0,4.0,2012.0,6.0,18.0,20.0,63.0,8083.0,10558.0,31.0,17.0,70.0,36.0,27.0,2563.0,39.0,9.0,2968.0,3251.0,1264.0,25.0,36.0,1445.0,0.0,24.0,9.0,14.0,18.0,30.0,4.0,49.0,0.0,44.0,2860.0,42.0,66.0,29.0,0.0,34.0,1641.0,15.0,49.0,6.0,1688.0,30.0,22.0,9.0,0.0,2955.0,2252.0,68.0,56.0,0.0,19.0,21.0,0.0,0.0,0.0,22.0,23.0,50.0,27.0,23.0,68.0,24.0,19.0,60.0,0.0,23.0,0.0,34.0,4.0,33.0,0.0,244.0,58.0,121.0,34.0,13.0,65.0,1715.0
2013-07-23,16.0,50195.0,3678.0,17.0,27015.0,25.0,10063.0,56154.0,4827.0,36.0,18557.0,87661.0,7289.0,64425.0,41368.0,12300.0,17.0,30266.0,22718.0,4353.0,62750.0,27.0,4162.0,17977.0,5439.0,8.0,12.0,3860.0,15.0,22.0,59.0,4394.0,63.0,39.0,18.0,19.0,17.0,20549.0,14.0,13910.0,55147.0,4412.0,2730.0,35.0,0.0,2723.0,3468.0,37930.0,23.0,32.0,42.0,44527.0,26893.0,27.0,2801.0,17.0,28.0,66.0,1570.0,20812.0,4460.0,24.0,22.0,21184.0,17.0,2268.0,2795.0,14542.0,3297.0,31.0,17.0,4857.0,3.0,5282.0,5263.0,24.0,11716.0,8598.0,5460.0,32.0,24.0,7689.0,2845.0,17.0,20.0,6322.0,3206.0,21.0,23.0,45.0,7.0,18.0,35.0,11.0,33.0,0.0,14.0,14.0,26.0,2847.0,0.0,4808.0,78.0,21.0,3190.0,12100.0,0.0,2.0,2150.0,4.0,16.0,21.0,74.0,8431.0,10104.0,47.0,15.0,64.0,41.0,31.0,2983.0,30.0,14.0,4505.0,3475.0,1387.0,27.0,43.0,1631.0,0.0,30.0,26.0,22.0,23.0,33.0,1.0,25.0,0.0,79.0,2978.0,35.0,37.0,38.0,2.0,43.0,1722.0,15.0,47.0,8.0,1562.0,28.0,36.0,2.0,24.0,3034.0,2329.0,41.0,39.0,0.0,16.0,35.0,0.0,0.0,0.0,14.0,15.0,44.0,23.0,27.0,71.0,26.0,27.0,53.0,0.0,34.0,0.0,28.0,12.0,27.0,0.0,171.0,71.0,94.0,57.0,13.0,71.0,1785.0
2013-07-30,15.0,66194.0,3721.0,15.0,30881.0,29.0,10570.0,69393.0,5164.0,42.0,23106.0,86860.0,7525.0,65271.0,46636.0,15409.0,17.0,40497.0,27149.0,4477.0,67940.0,31.0,4142.0,24645.0,5690.0,13.0,13.0,3888.0,13.0,9.0,83.0,4714.0,70.0,39.0,11.0,25.0,14.0,31440.0,5.0,13686.0,55927.0,4769.0,2835.0,35.0,0.0,2885.0,3653.0,46059.0,13.0,27.0,49.0,58291.0,34658.0,29.0,2720.0,30.0,33.0,80.0,511.0,21388.0,5063.0,27.0,33.0,24641.0,27.0,2400.0,3188.0,15481.0,3300.0,19.0,67.0,5498.0,8.0,5571.0,6320.0,40.0,10777.0,8734.0,6038.0,35.0,23.0,8040.0,3101.0,26.0,36.0,7354.0,3362.0,17.0,1.0,63.0,19.0,32.0,24.0,4.0,16.0,0.0,2.0,17.0,15.0,3306.0,0.0,5263.0,10.0,3.0,3386.0,11330.0,0.0,8.0,2441.0,7.0,13.0,12.0,56.0,9065.0,9204.0,69.0,21.0,82.0,120.0,80.0,3343.0,33.0,23.0,4518.0,3984.0,2140.0,26.0,57.0,1708.0,0.0,28.0,27.0,15.0,20.0,14.0,22.0,34.0,0.0,50.0,3269.0,41.0,70.0,115.0,3.0,91.0,1947.0,16.0,12.0,1.0,1892.0,199.0,4.0,7.0,24.0,3196.0,2368.0,45.0,12.0,0.0,29.0,26.0,30.0,0.0,0.0,35.0,34.0,34.0,34.0,8.0,18.0,30.0,24.0,34.0,0.0,36.0,0.0,48.0,41.0,57.0,0.0,125.0,48.0,64.0,188.0,8.0,95.0,1652.0
2013-08-06,22.0,53422.0,4171.0,11.0,27909.0,35.0,11098.0,57465.0,5612.0,20.0,19854.0,75556.0,8013.0,59299.0,40739.0,13288.0,10.0,33411.0,22292.0,4826.0,57562.0,23.0,4696.0,19524.0,6451.0,5.0,33.0,4342.0,18.0,25.0,70.0,5387.0,29.0,26.0,32.0,16.0,14.0,23816.0,48.0,14550.0,47265.0,5194.0,3025.0,41.0,43.0,3180.0,3991.0,41600.0,24.0,25.0,74.0,45822.0,31665.0,40.0,3177.0,27.0,43.0,70.0,1924.0,24171.0,5497.0,24.0,27.0,21403.0,20.0,2518.0,3237.0,17436.0,3766.0,20.0,16.0,6285.0,15.0,6367.0,6226.0,25.0,11069.0,9399.0,6511.0,19.0,19.0,8664.0,3424.0,12.0,24.0,7096.0,3696.0,20.0,17.0,46.0,9.0,14.0,30.0,15.0,24.0,46.0,24.0,17.0,27.0,3480.0,57.0,5991.0,92.0,19.0,3765.0,11663.0,35.0,6.0,2520.0,7.0,19.0,20.0,50.0,10204.0,9495.0,38.0,16.0,57.0,45.0,36.0,3707.0,30.0,13.0,5138.0,4151.0,2301.0,19.0,32.0,1747.0,4.0,19.0,8.0,18.0,29.0,15.0,13.0,20.0,26.0,52.0,3563.0,37.0,43.0,43.0,15.0,33.0,2036.0,15.0,40.0,19.0,2530.0,28.0,16.0,5.0,28.0,3229.0,2778.0,40.0,26.0,15.0,9.0,26.0,19.0,48.0,29.0,16.0,18.0,42.0,36.0,25.0,34.0,18.0,32.0,27.0,22.0,31.0,102.0,24.0,15.0,24.0,13.0,270.0,48.0,61.0,42.0,13.0,78.0,1757.0
2013-08-13,14.0,59469.0,4331.0,9.0,33610.0,27.0,11594.0,60157.0,5609.0,38.0,21486.0,69241.0,8484.0,55224.0,43512.0,14170.0,14.0,34919.0,23391.0,4992.0,54900.0,26.0,4832.0,17474.0,6665.0,16.0,19.0,4565.0,10.0,30.0,57.0,5539.0,53.0,37.0,18.0,16.0,12.0,29659.0,17.0,15218.0,43939.0,5190.0,3153.0,30.0,0.0,3361.0,4389.0,44000.0,28.0,28.0,38.0,50675.0,34283.0,56.0,3590.0,12.0,38.0,70.0,1532.0,24884.0,5607.0,27.0,28.0,22734.0,19.0,2606.0,3237.0,18793.0,4078.0,22.0,42.0,6789.0,0.0,6668.0,6452.0,24.0,11187.0,9942.0,6700.0,34.0,13.0,9084.0,3707.0,13.0,19.0,7149.0,3975.0,14.0,19.0,43.0,11.0,22.0,33.0,12.0,32.0,50.0,18.0,15.0,27.0,3591.0,16.0,6331.0,99.0,21.0,4169.0,12056.0,0.0,6.0,2526.0,10.0,23.0,24.0,85.0,10864.0,9527.0,36.0,11.0,61.0,44.0,37.0,3862.0,29.0,15.0,5567.0,4192.0,1944.0,20.0,37.0,1805.0,0.0,30.0,12.0,17.0,22.0,18.0,11.0,29.0,0.0,33.0,3698.0,38.0,59.0,36.0,0.0,34.0,2169.0,13.0,49.0,4.0,2777.0,32.0,24.0,14.0,97.0,3060.0,2705.0,44.0,31.0,0.0,15.0,33.0,35.0,0.0,0.0,20.0,18.0,44.0,20.0,29.0,68.0,24.0,22.0,26.0,0.0,31.0,0.0,38.0,31.0,25.0,0.0,59.0,53.0,42.0,71.0,18.0,69.0,1842.0
2013-08-20,19.0,50858.0,3999.0,11.0,27160.0,32.0,11251.0,49813.0,5605.0,29.0,19446.0,64304.0,8931.0,50937.0,44244.0,11486.0,16.0,28052.0,20464.0,5321.0,45761.0,19.0,4760.0,17957.0,6206.0,10.0,16.0,5056.0,4.0,32.0,69.0,5996.0,51.0,19.0,31.0,15.0,17.0,24365.0,12.0,14771.0,42081.0,6289.0,3307.0,28.0,0.0,3372.0,4848.0,40289.0,29.0,26.0,38.0,43340.0,29862.0,47.0,4073.0,16.0,42.0,80.0,1777.0,25358.0,6085.0,25.0,18.0,21729.0,16.0,3042.0,3443.0,18978.0,4393.0,13.0,36.0,7190.0,1.0,7723.0,7331.0,35.0,10696.0,11516.0,7616.0,31.0,8.0,10210.0,3893.0,19.0,16.0,7897.0,4456.0,18.0,29.0,35.0,12.0,13.0,49.0,12.0,24.0,48.0,19.0,24.0,19.0,3619.0,53.0,6294.0,135.0,20.0,4482.0,11234.0,0.0,4.0,2776.0,10.0,21.0,13.0,69.0,11058.0,8698.0,91.0,13.0,61.0,36.0,74.0,3550.0,30.0,9.0,4992.0,4480.0,1711.0,36.0,44.0,1980.0,0.0,27.0,21.0,15.0,26.0,14.0,8.0,37.0,0.0,35.0,4324.0,45.0,73.0,105.0,0.0,96.0,2257.0,12.0,52.0,28.0,2552.0,135.0,15.0,16.0,49.0,2867.0,2475.0,45.0,18.0,0.0,15.0,22.0,13.0,79.0,0.0,22.0,20.0,45.0,27.0,12.0,47.0,24.0,25.0,13.0,0.0,29.0,0.0,22.0,33.0,21.0,0.0,29.0,79.0,41.0,87.0,23.0,225.0,1753.0
2013-08-27,26.0,61539.0,4922.0,12.0,31288.0,30.0,14077.0,62076.0,7232.0,52.0,21220.0,64015.0,9863.0,48240.0,46063.0,15649.0,19.0,38233.0,22891.0,5798.0,50943.0,29.0,5478.0,11370.0,7764.0,21.0,16.0,5378.0,9.0,26.0,60.0,4863.0,78.0,42.0,23.0,23.0,13.0,27492.0,5.0,18127.0,39234.0,4666.0,3653.0,49.0,0.0,3944.0,3664.0,44498.0,21.0,31.0,54.0,55781.0,32791.0,56.0,4485.0,19.0,50.0,85.0,1341.0,30612.0,5114.0,28.0,36.0,22110.0,22.0,2606.0,3266.0,23085.0,4732.0,37.0,17.0,8243.0,5.0,5609.0,7920.0,52.0,12768.0,12128.0,7804.0,39.0,23.0,11077.0,3277.0,18.0,26.0,9077.0,3194.0,19.0,15.0,41.0,6.0,36.0,29.0,8.0,26.0,35.0,17.0,20.0,23.0,4001.0,57.0,7114.0,128.0,13.0,5046.0,13507.0,98.0,12.0,3092.0,11.0,19.0,11.0,67.0,11813.0,10549.0,81.0,15.0,88.0,21.0,72.0,4235.0,39.0,17.0,6069.0,3868.0,2461.0,28.0,31.0,2111.0,0.0,25.0,13.0,8.0,35.0,11.0,26.0,27.0,0.0,38.0,3378.0,47.0,77.0,71.0,4.0,91.0,2660.0,19.0,40.0,23.0,3117.0,294.0,10.0,12.0,75.0,3938.0,3182.0,30.0,7.0,0.0,24.0,32.0,21.0,61.0,0.0,22.0,26.0,6.0,13.0,11.0,31.0,35.0,23.0,14.0,0.0,44.0,0.0,39.0,43.0,12.0,0.0,508.0,63.0,53.0,55.0,9.0,162.0,2161.0
2013-09-03,16.0,51996.0,4570.0,11.0,27605.0,29.0,13291.0,54728.0,6761.0,26.0,19209.0,53556.0,9108.0,44683.0,46011.0,13653.0,13.0,31810.0,22516.0,5293.0,40962.0,35.0,5316.0,0.0,6837.0,11.0,15.0,5205.0,11.0,13.0,75.0,5090.0,54.0,29.0,22.0,20.0,10.0,23726.0,4.0,17381.0,35457.0,4741.0,3447.0,25.0,36.0,3517.0,3825.0,39895.0,20.0,22.0,48.0,47444.0,30047.0,46.0,3931.0,16.0,30.0,77.0,933.0,28960.0,4947.0,24.0,30.0,20151.0,19.0,2549.0,3039.0,22043.0,4340.0,24.0,55.0,7266.0,6.0,5604.0,7508.0,41.0,11555.0,11525.0,7468.0,24.0,21.0,10471.0,3225.0,14.0,17.0,8610.0,3299.0,14.0,9.0,69.0,11.0,35.0,31.0,6.0,15.0,15.0,8.0,14.0,20.0,3656.0,19.0,6482.0,40.0,13.0,4466.0,12478.0,15.0,21.0,2875.0,7.0,15.0,13.0,47.0,10227.0,9982.0,38.0,10.0,78.0,122.0,51.0,3794.0,22.0,17.0,5561.0,3841.0,2348.0,26.0,37.0,1919.0,0.0,29.0,17.0,13.0,35.0,18.0,8.0,36.0,0.0,54.0,3197.0,31.0,41.0,100.0,1.0,67.0,2221.0,12.0,25.0,13.0,3004.0,41.0,16.0,19.0,12.0,3834.0,3039.0,74.0,18.0,0.0,25.0,16.0,15.0,8.0,0.0,22.0,23.0,54.0,18.0,11.0,11.0,26.0,28.0,43.0,0.0,28.0,0.0,28.0,26.0,53.0,0.0,289.0,41.0,89.0,150.0,15.0,115.0,1913.0
2013-09-10,11.0,56462.0,4896.0,10.0,32878.0,30.0,13623.0,58048.0,7254.0,27.0,21188.0,55289.0,9267.0,44007.0,46611.0,13405.0,6.0,37069.0,24803.0,5867.0,41323.0,31.0,5211.0,0.0,7370.0,19.0,37.0,5594.0,8.0,23.0,72.0,5941.0,36.0,39.0,39.0,27.0,19.0,26239.0,34.0,17545.0,36550.0,5428.0,3825.0,38.0,69.0,3690.0,4372.0,42870.0,23.0,24.0,63.0,51472.0,32141.0,49.0,4078.0,11.0,46.0,85.0,1891.0,29296.0,6060.0,32.0,43.0,23457.0,14.0,3035.0,3509.0,22969.0,4698.0,26.0,14.0,7835.0,18.0,7025.0,7981.0,39.0,12266.0,11861.0,8230.0,27.0,5.0,11107.0,3837.0,7.0,19.0,9324.0,4097.0,9.0,16.0,28.0,15.0,6.0,30.0,26.0,23.0,64.0,17.0,19.0,25.0,4108.0,93.0,6646.0,116.0,24.0,4790.0,13307.0,93.0,14.0,3011.0,6.0,13.0,24.0,42.0,10534.0,10670.0,52.0,16.0,69.0,33.0,49.0,3978.0,20.0,13.0,6031.0,4457.0,2372.0,23.0,42.0,2198.0,16.0,24.0,11.0,12.0,18.0,15.0,12.0,21.0,95.0,17.0,3841.0,33.0,80.0,57.0,11.0,36.0,2533.0,18.0,32.0,32.0,3172.0,54.0,12.0,10.0,32.0,4004.0,3418.0,37.0,9.0,7.0,20.0,22.0,41.0,95.0,27.0,22.0,12.0,23.0,19.0,20.0,54.0,17.0,25.0,24.0,35.0,29.0,82.0,16.0,13.0,28.0,83.0,139.0,58.0,65.0,45.0,9.0,123.0,2019.0
2013-09-17,19.0,44287.0,5191.0,7.0,27306.0,25.0,14171.0,50310.0,7280.0,26.0,18301.0,46114.0,10850.0,37029.0,44085.0,13032.0,12.0,31069.0,21039.0,7873.0,34773.0,25.0,5152.0,0.0,7727.0,25.0,32.0,6787.0,13.0,23.0,77.0,6623.0,46.0,31.0,45.0,22.0,10.0,20780.0,29.0,17998.0,32037.0,6338.0,4560.0,48.0,62.0,4201.0,5048.0,39086.0,23.0,17.0,45.0,43594.0,27848.0,45.0,4956.0,9.0,69.0,65.0,1970.0,29513.0,6385.0,33.0,45.0,18857.0,23.0,3374.0,3516.0,23441.0,5013.0,23.0,15.0,9247.0,8.0,7951.0,8466.0,31.0,11767.0,12551.0,8821.0,26.0,10.0,11693.0,4354.0,4.0,27.0,9654.0,4908.0,44.0,17.0,27.0,12.0,13.0,16.0,8.0,32.0,65.0,11.0,22.0,32.0,4202.0,88.0,6596.0,109.0,15.0,5250.0,12827.0,84.0,12.0,3068.0,13.0,23.0,23.0,42.0,11385.0,10391.0,23.0,11.0,40.0,19.0,19.0,3364.0,25.0,12.0,5819.0,4628.0,2151.0,21.0,29.0,2323.0,11.0,40.0,15.0,23.0,24.0,11.0,8.0,45.0,116.0,23.0,4604.0,33.0,127.0,21.0,2.0,21.0,2456.0,10.0,39.0,11.0,3233.0,25.0,8.0,32.0,59.0,3549.0,3314.0,32.0,5.0,0.0,11.0,18.0,20.0,103.0,0.0,10.0,13.0,28.0,21.0,17.0,50.0,14.0,15.0,11.0,0.0,32.0,0.0,15.0,15.0,24.0,57.0,179.0,109.0,107.0,47.0,12.0,68.0,1901.0
2013-09-24,9.0,54618.0,4113.0,11.0,31157.0,18.0,13485.0,59311.0,6875.0,21.0,19577.0,50246.0,9060.0,41296.0,45403.0,13502.0,13.0,35781.0,23859.0,7302.0,38517.0,24.0,4134.0,44825.0,7105.0,14.0,20.0,5865.0,9.0,20.0,68.0,4131.0,31.0,29.0,28.0,27.0,12.0,25088.0,10.0,16044.0,34431.0,4190.0,3974.0,40.0,37.0,4015.0,3163.0,43385.0,30.0,29.0,76.0,52745.0,32599.0,48.0,4607.0,19.0,37.0,79.0,1742.0,25668.0,3867.0,23.0,30.0,21355.0,21.0,2446.0,2523.0,20605.0,4224.0,26.0,22.0,8425.0,15.0,4961.0,7911.0,35.0,9337.0,10660.0,7431.0,28.0,5.0,10034.0,2884.0,7.0,18.0,8957.0,3141.0,10.0,20.0,16.0,7.0,6.0,26.0,12.0,7.0,44.0,24.0,19.0,32.0,3431.0,86.0,6010.0,89.0,11.0,4698.0,10178.0,71.0,3.0,2729.0,10.0,12.0,10.0,56.0,10015.0,7961.0,25.0,15.0,49.0,18.0,20.0,2678.0,20.0,8.0,4364.0,3156.0,1724.0,14.0,37.0,1885.0,18.0,19.0,5.0,19.0,10.0,12.0,17.0,38.0,87.0,16.0,3033.0,33.0,102.0,21.0,1.0,17.0,2238.0,9.0,21.0,21.0,2618.0,15.0,6.0,7.0,45.0,3015.0,2634.0,29.0,8.0,0.0,7.0,25.0,20.0,94.0,469.0,16.0,15.0,34.0,21.0,26.0,35.0,15.0,17.0,12.0,792.0,33.0,1840.0,23.0,20.0,22.0,39.0,311.0,80.0,51.0,60.0,9.0,41.0,1483.0
2013-10-01,7.0,47295.0,1621.0,16.0,26389.0,26.0,5550.0,53279.0,2784.0,28.0,17711.0,55268.0,3836.0,43832.0,52389.0,12768.0,9.0,34083.0,20096.0,3170.0,39544.0,21.0,1705.0,24523.0,2995.0,13.0,12.0,2723.0,17.0,8.0,52.0,1510.0,60.0,3.0,15.0,30.0,16.0,21224.0,6.0,6883.0,41805.0,1501.0,1869.0,35.0,0.0,1749.0,1196.0,39438.0,14.0,32.0,35.0,44404.0,26976.0,38.0,1991.0,28.0,19.0,79.0,546.0,10621.0,1483.0,23.0,6.0,19689.0,18.0,944.0,887.0,8724.0,1865.0,24.0,51.0,3709.0,3.0,1916.0,3383.0,51.0,3804.0,4732.0,3137.0,25.0,19.0,4281.0,1066.0,15.0,35.0,3737.0,1177.0,27.0,0.0,43.0,5.0,21.0,29.0,4.0,30.0,0.0,3.0,20.0,26.0,1368.0,0.0,2587.0,11.0,12.0,2059.0,4239.0,0.0,12.0,1182.0,2.0,12.0,6.0,46.0,4175.0,3336.0,48.0,14.0,85.0,102.0,69.0,1119.0,34.0,21.0,1882.0,1200.0,670.0,14.0,45.0,896.0,0.0,20.0,29.0,11.0,29.0,17.0,17.0,20.0,0.0,44.0,1139.0,34.0,56.0,68.0,8.0,78.0,994.0,15.0,11.0,3.0,1119.0,158.0,11.0,4.0,0.0,1304.0,1081.0,47.0,13.0,0.0,27.0,32.0,24.0,0.0,0.0,42.0,31.0,31.0,35.0,3.0,0.0,23.0,21.0,42.0,0.0,48.0,0.0,42.0,34.0,48.0,0.0,172.0,60.0,92.0,123.0,8.0,64.0,656.0
2013-10-08,14.0,58204.0,5609.0,7.0,28278.0,22.0,20093.0,59372.0,9160.0,25.0,20050.0,51487.0,11473.0,41934.0,48713.0,13427.0,16.0,37576.0,23215.0,8378.0,37754.0,26.0,6075.0,27410.0,9565.0,16.0,25.0,7786.0,7.0,24.0,69.0,3679.0,23.0,31.0,22.0,25.0,15.0,27681.0,31.0,23195.0,37846.0,3775.0,5330.0,33.0,56.0,5238.0,2896.0,44035.0,21.0,18.0,81.0,53044.0,31767.0,39.0,5834.0,23.0,28.0,82.0,1699.0,34766.0,3465.0,34.0,39.0,21983.0,22.0,2770.0,2970.0,29271.0,5596.0,33.0,9.0,10728.0,32.0,4560.0,10804.0,25.0,13086.0,13920.0,9970.0,22.0,9.0,12813.0,2920.0,8.0,14.0,11760.0,2954.0,10.0,11.0,13.0,16.0,7.0,26.0,20.0,24.0,71.0,13.0,25.0,27.0,4589.0,97.0,8432.0,78.0,24.0,5699.0,14519.0,55.0,9.0,3727.0,5.0,22.0,12.0,66.0,12304.0,11084.0,30.0,6.0,56.0,31.0,21.0,4226.0,22.0,11.0,6368.0,3568.0,2263.0,25.0,44.0,2350.0,12.0,13.0,9.0,13.0,26.0,18.0,15.0,19.0,42.0,21.0,2597.0,37.0,90.0,27.0,28.0,21.0,2913.0,9.0,24.0,19.0,3713.0,18.0,10.0,8.0,35.0,4542.0,3692.0,26.0,9.0,16.0,13.0,17.0,28.0,52.0,47.0,17.0,25.0,25.0,14.0,18.0,33.0,11.0,18.0,15.0,80.0,26.0,229.0,21.0,18.0,25.0,71.0,158.0,65.0,46.0,40.0,9.0,64.0,2129.0
2013-10-15,16.0,46469.0,4932.0,9.0,28377.0,23.0,17061.0,51419.0,7466.0,20.0,18164.0,43959.0,9485.0,38002.0,45861.0,12289.0,10.0,31319.0,20431.0,6754.0,33158.0,33.0,5222.0,24950.0,7689.0,27.0,26.0,6234.0,17.0,27.0,43.0,3823.0,37.0,22.0,21.0,30.0,10.0,24013.0,15.0,19483.0,30021.0,3980.0,4273.0,24.0,17.0,4163.0,3534.0,38312.0,16.0,21.0,115.0,43534.0,31374.0,28.0,4574.0,30.0,50.0,51.0,1766.0,29252.0,4303.0,19.0,21.0,20286.0,32.0,2765.0,2735.0,24603.0,4607.0,36.0,3.0,8409.0,41.0,5427.0,8501.0,38.0,11296.0,11315.0,8212.0,22.0,2.0,10824.0,3138.0,6.0,15.0,8888.0,3287.0,40.0,13.0,17.0,6.0,8.0,27.0,6.0,15.0,63.0,27.0,25.0,34.0,3761.0,100.0,6751.0,67.0,8.0,4770.0,12571.0,57.0,10.0,3047.0,0.0,16.0,17.0,51.0,10270.0,9823.0,15.0,12.0,48.0,69.0,17.0,4020.0,19.0,13.0,5499.0,3674.0,1857.0,16.0,35.0,1941.0,16.0,22.0,11.0,17.0,27.0,20.0,21.0,13.0,49.0,14.0,2867.0,25.0,90.0,17.0,38.0,16.0,2330.0,15.0,19.0,16.0,2970.0,19.0,10.0,7.0,33.0,4307.0,2782.0,35.0,4.0,29.0,8.0,25.0,37.0,66.0,66.0,12.0,13.0,23.0,27.0,25.0,31.0,8.0,16.0,19.0,66.0,36.0,337.0,21.0,5.0,19.0,30.0,266.0,69.0,36.0,16.0,9.0,42.0,1782.0
